Id;Title;Artist;Year;Duo;Explicit;"Date Added";Styles;Languages
6161;"Blue Christmas";"Elvis Presley";1957;0;0;2015-11-11;"Christmas,Oldies,Soft rock";English
34376;"O Holy Night";"Christmas Carol";1847;0;0;2011-05-30;Christmas,Christian,Traditionnal;English
14092;"Never Too Much";"Luther Vandross";1981;0;0;2011-05-31;Soul;English
48008;"Blank Space";"Taylor Swift";2014;0;0;2015-01-12;Pop;English
35745;"The Lazy Song";"Bruno Mars";2010;0;1;2011-05-31;Pop,Reggae,Soul;English
53752;"New Rules";"Dua Lipa";2017;0;0;2017-08-29;Pop,Electro;English
6977;Elvira;"The Oak Ridge Boys";1981;0;0;2011-05-30;Country;English
13356;"I Will Follow Him (Chariot)";"Sister Act";1992;0;0;2007-12-19;"Gospel,TV & movie soundtrack,Soul";English
7157;"November Rain";"Guns N' Roses";1992;0;0;2007-07-25;Rock,Love;English
14562;"I Want You Back";"The Jackson 5";1962;0;0;2011-05-31;Funk,Pop,Soul;English
7377;"With Arms Wide Open";Creed;1999;0;0;2012-01-10;Rock,Alternative;English
19505;"Colors of the Wind (end title)";"Pocahontas (1995 film)";1995;0;0;2015-08-05;"TV & movie soundtrack,Pop";English
12565;"Comme ils disent";"Charles Aznavour";1972;0;0;2011-07-29;"French pop";French
42498;"Crazy Bitch";Buckcherry;2006;0;1;2013-01-10;Hard/Metal;English
8258;"Travelin' Soldier";"Dixie Chicks";2002;0;0;2007-05-04;Country;English
11445;"Stay (I Missed You)";"Lisa Loeb & Nine Stories";1994;0;0;2011-05-31;Pop,Rock,Folk;English
48548;"Love Me Like You Do";"Ellie Goulding";2014;0;0;2015-01-29;"Pop,Electro,TV & movie soundtrack";English
17003;"To All The Girls I've Loved Before";"Willie Nelson";1984;1;0;2014-11-27;Love,Pop,Duet;English
53498;"Feel It Still";"Portugal. The Man";2017;0;0;2017-08-03;Pop;English
15556;"Coat Of Many Colors";"Dolly Parton";1971;0;0;2012-09-07;Folk,Country;English
46664;"Magic In The Air";"Magic System";2014;0;0;2014-05-22;"Dance,French pop,Zouk/Creole";French,English
18968;"The Music of the Night";"The Phantom of the Opera (musical)";1986;0;0;2008-08-22;Musical;English
14472;"Mourir sur scène";Dalida;1983;0;0;2012-04-03;"Disco,French pop";French
5475;"Only The Lonely";"Roy Orbison";1961;0;0;2011-12-23;Oldies;English
21664;"Sweet Transvestite";"The Rocky Horror Picture Show (movie)";1975;0;0;2011-06-23;"TV & movie soundtrack,Musical,Rock";English
6435;"Okie From Muskogee";"Merle Haggard";1968;0;0;2013-10-01;Country;English
19485;"Mit 66 Jahren";"Udo Jürgens";1992;0;0;2014-12-23;Schlager,Blues;German
17659;"I Was Made For Lovin' You";Kiss;1979;0;0;2011-05-31;Hard/Metal;English
18450;"Signed Sealed And Delivered (I'm Yours)";"Stevie Wonder";1970;0;0;2011-05-31;Soul,Pop;English
18090;Diana;"Paul Anka";1957;0;0;2011-05-31;Oldies,Rock;English
16777;"Luckenbach, Texas";"Waylon Jennings";1977;1;0;2014-11-18;Country,Duet;English
6849;"What You Won't Do For Love";"Bobby Caldwell";1978;0;0;2011-10-20;Soul,Pop;English
6432;Layla;"Eric Clapton";1992;0;0;2007-05-29;Blues,Folk;English
59885;"Les gens";"Christophe Maé";2019;0;0;2020-01-24;"French pop,Folk";French
29524;Toxicity;"System Of A Down";2002;0;0;2011-05-30;Hard/Metal,Alternative,Rock;English
6474;Weak;SWV;1993;0;0;2011-05-30;R&B,Soul,Pop;English
59670;"Nice to Meet Ya";"Niall Horan";2019;0;0;2019-12-06;Rock,Pop;English
43945;Bella;Gims;2013;0;0;2014-05-26;"French pop,Rap";French
6291;"Listen to Your Heart";Roxette;1988;0;0;2007-05-11;Pop,Rock,Love;English
45932;"Dernière danse";Indila;2013;0;0;2014-03-10;"French pop,R&B";French
39765;"Valerie ('68 version)";"Amy Winehouse";2011;0;0;2012-07-18;Soul,Jazz;English
50332;"One Call Away";"Charlie Puth";2015;0;0;2016-02-18;Pop;English
6979;"Fields of Gold";Sting;1993;0;0;2007-05-04;Pop,Rock;English
11284;"Midnight Train to Georgia";"Gladys Knight & The Pips";1973;0;0;2011-05-31;Soul,Funk;English
14339;"Grand Tour";"George Jones";1974;0;0;2014-12-03;Country;English
14733;"When You Say Nothing At All";"Keith Whitley";1988;0;0;2014-10-24;Country;English
51716;"L'oiseau et l'enfant";"Kids United";2016;0;0;2016-10-18;"French pop,Kids";French
57299;Rainbow;"Kacey Musgraves";2018;0;0;2019-02-04;Pop;English
6859;Complicated;"Avril Lavigne";2002;0;0;2007-05-04;Pop,Rock;English
21648;"Feliz Navidad";"José Feliciano";1970;0;0;2011-05-30;Christmas;English,Spanish
54512;"Meant to Be";"Bebe Rexha";2017;0;0;2017-11-29;Pop,R&B;English
59541;Bluebird;"Miranda Lambert";2019;0;0;2019-11-15;Country,Pop,Love;English
13652;"Let's Get It On";"Marvin Gaye";1973;0;0;2011-05-31;Soul;English
22236;Edelweiss;"The Sound of Music (musical)";1959;0;0;2011-10-29;Musical;English
18967;"All I Ask of You";"The Phantom of the Opera (musical)";1986;1;0;2008-07-21;Musical,Love,Duet;English
59741;Casting;"Christophe Maé";2019;0;0;2020-01-24;"French pop,Folk";French
25542;"If You Could Read My Mind";"Gordon Lightfoot";1969;0;0;2012-01-27;"Soft rock";English
5112;"L'homme pressé";"Noir Désir";1996;0;0;2015-06-18;Rock,Alternative,Hard/Metal;French
9516;"Volare (Nel Blu Dipinto Di Blu)";"Dean Martin";1958;0;0;2007-07-03;Jazz,Pop,Oldies;Italian,English
53895;"Hippies & Cowboys";"Cody Jinks";2010;0;0;2017-09-20;Country;English
13609;Rasputin;"Boney M.";1978;0;0;2011-05-31;Disco,Pop;English
50662;"Cheap Thrills";Sia;2016;0;0;2016-03-10;Pop,Electro;English
54892;Badfish;Sublime;1993;0;0;2018-01-26;Ska,Reggae;English
59986;"Hell Right";"Blake Shelton";2019;1;0;2019-12-30;Country,Duet;English
8275;"The Middle";"Jimmy Eat World";2001;0;0;2011-09-01;Rock;English
25888;"Black Hole Sun";Soundgarden;1994;0;0;2012-02-13;Alternative,Rock;English
26761;Everlong;"Foo Fighters";1997;0;0;2011-06-20;Rock,Alternative;English
13676;"Dust in the Wind";Kansas;1977;0;0;2011-05-31;Folk;English
45761;"Let It Go";"Demi Lovato";2013;0;0;2015-04-08;"TV & movie soundtrack,Pop";English
20559;"Toi + moi";Grégoire;2008;0;0;2011-05-31;"French pop";French
5061;"God Save the Queen";"National Anthem";1740;0;0;2008-06-26;Traditionnal;English
12273;"Me And Mrs. Jones";"Michael Bublé";2007;0;0;2011-05-31;Soul,Jazz;English
6370;"The Keeper Of The Stars";"Tracy Byrd";1994;0;0;2014-07-05;Country,Love;English
53068;"There's Nothing Holdin' Me Back";"Shawn Mendes";2016;0;0;2017-05-08;Pop;English
52620;"Body Like a Back Road";"Sam Hunt";2017;0;0;2017-03-27;Pop,Country;English
43875;"Fous ta cagoule";"Fatal Bazooka";2006;0;0;2016-02-25;"Humour,Rap,French pop";French
15135;"I Miss You";Blink-182;2004;0;0;2012-04-26;Alternative,Pop,Love;English
13757;"The Girl From Ipanema";"Frank Sinatra";1965;1;0;2011-06-28;Latin,Duet;English,Portuguese
24241;"Joy to the World";"Christmas Carol";1839;0;0;2011-05-30;Christmas,Traditionnal;English
8531;"You'll Be In My Heart";"Tarzan (1999 film)";1999;0;0;2008-05-06;"TV & movie soundtrack,Kids";English
6000;"Le petit pain au chocolat";"Joe Dassin";1969;0;0;2016-06-04;"French pop";French
42050;"Locked Out Of Heaven";"Bruno Mars";2012;0;0;2012-11-16;Pop;English
6341;"Beauty and the Beast";"Céline Dion";1991;1;0;2016-03-10;"Pop,Love,TV & movie soundtrack,Duet";English
12888;"Because The Night";"Patti Smith";1978;0;0;2012-10-05;Rock;English
58149;Me!;"Taylor Swift";2019;1;0;2019-05-28;Pop,Duet;English
13491;"Une autre histoire";"Gérard Blanc";1987;0;0;2014-12-29;"French pop";French
20206;"I Don't Want To Talk About It";"Rod Stewart";1971;0;0;2011-05-31;"Soft rock";English
47472;"Bang Bang";"Ariana Grande";2014;0;0;2014-09-29;Pop,R&B,Soul,Rap;English
8580;"My Own Worst Enemy";Lit;1999;0;0;2014-04-24;Rock,Pop;English
33312;"Start of Something New";"High School Musical";2006;1;0;2017-03-30;"Pop,TV & movie soundtrack,Musical,Love,Duet";English
34680;"You'll Never Walk Alone";"Gerry & The Pacemakers";1963;0;0;2011-12-07;Pop,Love,Soul,Oldies;English
13212;"No One";"Alicia Keys";2007;0;0;2011-10-29;R&B,Soul;English
20995;"Capitaine Flam";"TV Theme";1979;0;0;2016-02-25;"TV & movie soundtrack,French pop";French
8052;"With A Little Help From My Friends";"Joe Cocker";1970;0;0;2007-05-04;Rock;English
21657;"Hold On";"Wilson Phillips";1990;0;0;2011-05-30;"80s,Soft rock";English
56977;"Nothing Breaks Like a Heart";"Mark Ronson";2018;0;0;2019-01-20;Pop;English
14475;"With A Little Help From My Friends";"The Beatles";1967;0;0;2011-07-11;Pop,Rock;English
13537;"Power Of Love";"Huey Lewis & The News";1985;0;0;2011-05-31;"TV & movie soundtrack,Pop,Rock";English
56973;"Lucid Dreams";"Juice WRLD";2018;0;0;2019-01-24;Rap;English
13668;"Another Day In Paradise";"Phil Collins";1989;0;0;2011-05-31;Pop;English
16759;"Tie A Yellow Ribbon Round The Ole Oak Tree";"Tony Orlando And Dawn";1973;0;0;2011-05-31;Pop,Country;English
8978;"I'll Be";"Edwin McCain";1997;0;0;2007-05-04;Pop,Rock;English
19118;"Song Sung Blue";"Neil Diamond";1972;0;0;2012-01-06;"Pop,Soft rock";English
5972;Macumba;"Jean-Pierre Mader";1984;0;0;2011-05-30;"French pop,80s";French
44323;"Do I Wanna Know?";"Arctic Monkeys";2013;0;0;2014-03-20;Rock,Alternative;English
15809;"Before The Next Teardrop Falls";"Freddy Fender";1975;0;0;2011-12-21;Country;English
19468;Westerland;"Die Ärzte";1988;0;0;2013-12-17;Punk/Grunge,Rock;German
11987;"Poupée de cire poupée de son";"France Gall";1965;0;0;2011-05-31;"French pop";French
17962;"Hey, Good Lookin'";"Hank Williams, Sr.";1951;0;0;2012-04-26;Country;English
14820;"You Ain't Woman Enough (To Take My Man)";"Loretta Lynn";1966;0;0;2017-10-17;Country;English
35430;"Welcome to Burlesque";Cher;2010;0;0;2011-05-30;"Musical,TV & movie soundtrack";English
10288;"Knock Three Times";"Tony Orlando And Dawn";1971;0;0;2011-11-28;Pop;English
6196;"J'te l'dis quand même";"Patrick Bruel";1990;0;0;2013-12-09;"French pop,Love";French
9770;"Sorry Seems To Be The Hardest Word";"Elton John";1976;0;0;2007-05-04;"Soft rock";English
15949;Sundown;"Gordon Lightfoot";1974;0;0;2013-05-17;Country;English
36409;"Turning Tables";Adele;2011;0;0;2011-07-19;Pop,Soul;English
5650;"Wake Me Up When September Ends";"Green Day";2004;0;0;2016-03-25;Rock;English
24676;"Haven't Met You Yet";"Michael Bublé";2009;0;0;2011-05-30;Pop;English
33583;"Twistin' The Night Away";"Sam Cooke";1962;0;0;2011-05-30;"Soul,Rock 'n Roll";English
48536;"Come and Get Your Love";Redbone;1973;0;0;2015-02-24;Pop,Rock;English
9782;Gloria;"Laura Branigan";1982;0;0;2011-05-30;80s,Disco;English
13207;"Elle était si jolie";"Alain Barrière";1963;0;0;2016-06-04;"French pop";French
13618;"Snow (Hey Oh)";"Red Hot Chili Peppers";2006;0;0;2011-12-14;Rock;English
10431;Criminal;"Fiona Apple";1996;0;0;2011-05-30;Rock,Pop;English
13842;"Lovely Day";"Bill Withers";1977;0;0;2011-05-31;Pop,Soul;English
44224;"Can't Help Falling In Love (Elvis '68 Comeback Special)";"Elvis Presley";1968;0;0;2017-04-13;Love,Oldies;English
9493;"Livin' On Love";"Alan Jackson";1994;0;0;2011-05-31;Country;English
40301;"Psycho Killer";"Talking Heads";1977;0;0;2012-05-11;Rock,Alternative,Punk/Grunge;English
6976;"Chantilly Lace";"The Big Bopper";1958;0;0;2011-07-09;"Rock 'n Roll,Oldies";English
10455;"You Make Me Feel So Young";"Frank Sinatra";1966;0;0;2007-06-11;Oldies,Jazz;English
19910;"Can't Take My Eyes Off Of You";"Lauryn Hill";1998;0;0;2011-05-30;Pop,R&B;English
44237;"Counting Stars";OneRepublic;2013;0;0;2013-07-17;Pop,Rock;English
49910;"Writing's On The Wall";"Sam Smith";2015;0;0;2015-11-05;"TV & movie soundtrack,Pop";English
13184;"Laissez-moi danser (Remix 2004)";Dalida;2004;0;0;2016-06-04;"French pop,Disco,Dance";French
11641;"Ne me quitte pas";"Jacques Brel";1959;0;0;2013-02-15;"French pop";French
25856;"Dragostea Din Tei";O-Zone;2003;0;0;2018-06-28;Dance,Electro;Other
59191;"Ich wünsch dir";"Sarah Connor";2019;0;0;2019-09-23;Pop,Folk;German
11579;"Du rhum, des femmes";"Soldat Louis";1988;0;0;2012-09-03;"French pop,Celtic";French
14976;"Chain of Fools";"Aretha Franklin";1967;0;0;2011-06-09;"Soul,Rock 'n Roll";English
6974;"Burning Love";"Elvis Presley";1972;0;0;2007-05-04;Rock,Oldies;English
22213;"Suddenly Seymour";"Little Shop Of Horrors";1986;1;0;2012-02-08;"Musical,TV & movie soundtrack,Duet";English
9033;"Blue On Black";"Kenny Wayne Shepherd";1997;0;0;2013-07-22;Rock,Blues,Country;English
48400;"House Of The Rising Sun";"Five Finger Death Punch";2014;0;0;2015-02-10;Hard/Metal,Alternative;English
58659;"Shallow (live)";"Lady Gaga";2019;0;0;2019-07-16;Pop;English
52623;Roses;OutKast;2004;0;1;2017-10-02;R&B,Soul,Rap,Alternative;English
47428;"I Don't Know Why I Love But I Do";"Charley Pride";1992;0;0;2014-09-22;Country;English
9660;Désenchantée;"Mylène Farmer";1991;0;0;2016-02-25;"French pop,80s";French
19918;Supercalifragilisticexpialidocious;"Mary Poppins (film)";1964;0;0;2015-04-10;"Musical,TV & movie soundtrack,Kids";English
21501;"You Belong With Me";"Taylor Swift";2008;0;0;2011-05-30;Country,Rock;English
12447;"Heart Of Glass";Blondie;1978;0;0;2012-09-30;80s;English
37382;"The A Team";"Ed Sheeran";2011;0;0;2011-07-07;Folk,Pop;English
25589;"Cry Me A River";"Michael Bublé";2009;0;0;2011-05-31;Jazz,Blues;English
18013;"Never Tear Us Apart";INXS;1988;0;0;2011-12-28;"Soft rock,Alternative,80s";English
59571;"South of the Border";"Ed Sheeran";2019;1;0;2019-11-19;Pop,Duet;English
8315;"All You Ever Do Is Bring Me Down";"The Mavericks";1995;0;0;2011-05-31;Country;English
55980;"She Got the Best of Me";"Luke Combs";2018;0;0;2018-09-03;Country;English
6657;"American Girl";"Tom Petty";1977;0;0;2016-04-20;Rock;English
18710;"You'll Never Find Another Love Like Mine";"Lou Rawls";1975;0;0;2011-12-28;Soul;English
18666;Angel;Shaggy;2001;0;0;2016-12-11;R&B,Reggae,Pop,Rap;English
19722;Wahnsinn;"Wolfgang Petry";1991;0;0;2012-01-31;Schlager,Rock;German
18444;"I Wish";"Stevie Wonder";1976;0;0;2011-10-14;Pop,Funk,Soul;English
46794;"Auf uns";"Andreas Bourani";2014;0;0;2014-12-24;Pop,Rock;German
10011;"True Colors";"Cyndi Lauper";1986;0;0;2007-05-04;"Soft rock";English
6109;"Let's Hear It For The Boy";"Deniece Williams";1984;0;0;2007-06-18;"80s,TV & movie soundtrack";English
55959;"Blue on Black";"Five Finger Death Punch";2018;0;0;2018-08-13;Hard/Metal,Rock,Alternative;English
13667;"Welcome to the Black Parade";"My Chemical Romance";2006;0;0;2011-05-31;Rock,Alternative,Punk/Grunge;English
58242;"Toutes les machines ont un coeur";Maëlle;2019;0;0;2020-01-24;"French pop";French
45302;Demons;"Imagine Dragons";2012;0;0;2013-11-22;Alternative,Rock;English
41962;"You Don't Own Me";"Lesley Gore";1963;0;0;2012-10-21;Oldies,Pop;English
51601;Vice;"Miranda Lambert";2016;0;0;2016-08-12;Pop,Country;English
15157;"Lookin' Out My Back Door";"Creedence Clearwater Revival";1970;0;0;2012-04-29;Country,Rock;English
15438;"Who'll Stop The Rain";"Creedence Clearwater Revival";1970;0;0;2012-01-11;Rock;English
10259;"Mammas  Don't Let Your Babies Grow Up To Be Cowboys";"Willie Nelson";1978;1;0;2012-02-13;Country,Duet;English
37540;"Moves Like Jagger";"Maroon 5";2011;0;1;2011-09-12;Dance,Pop,Electro;English
51943;"True Colors";Trolls;2016;1;0;2016-11-19;"TV & movie soundtrack,Pop,Duet";English
7581;"Can't Fight the Moonlight";"LeAnn Rimes";2000;0;0;2007-05-04;"Pop,TV & movie soundtrack";English
58443;"I'm Still Standing";Rocketman;2019;0;0;2019-06-27;"TV & movie soundtrack,Rock,Pop";English
8959;"Nights in White Satin";"The Moody Blues";1967;0;0;2012-02-13;Rock,Pop;English
7926;"It's Been Awhile";Staind;2001;0;1;2011-05-30;Rock;English
37118;"Country Girl (Shake It For Me)";"Luke Bryan";2011;0;0;2012-08-07;Country;English
53533;Location;Khalid;2016;0;0;2017-08-23;R&B;English
27511;"That'll Be The Day";"Buddy Holly";1957;0;0;2011-06-21;"Rock 'n Roll,Oldies";English
11361;"Wild Horses";"The Rolling Stones";1971;0;0;2011-07-27;Rock,Country;English
50773;"A fleur de toi";Slimane;2014;0;0;2016-10-06;Pop;French
21073;"Coward Of The County";"Kenny Rogers";1980;0;0;2014-06-28;"Country,Soft rock";English
12988;"Quand on n'a que l'amour";"Les Enfoirés";1996;1;0;2013-03-28;"French pop,Duet";French
58962;"How Do You Sleep?";"Sam Smith";2019;0;0;2019-08-23;Pop,Dance,Electro;English
12410;"In Da Club";"50 Cent";2003;0;1;2011-08-05;Rap,R&B;English
52485;"City of Stars";"La La Land";2016;1;0;2017-02-01;"TV & movie soundtrack,Musical,Duet";English
10106;"The Weight";"The Band";1968;0;0;2011-05-31;Rock;English
10099;"Raindrops Keep Fallin' On My Head";"B. J. Thomas";1969;0;0;2007-08-01;"Pop,TV & movie soundtrack";English
55775;"I Like It";"Cardi B";2018;0;1;2018-09-21;Rap,Latin,Pop;English
17232;"Major Tom (Völlig Losgelöst)";"Peter Schilling";1982;0;0;2014-04-14;Rock,80s;German
16542;"Get Low";"Lil' Jon";2003;0;0;2011-12-26;Rap;English
11975;"Le lundi au soleil";"Claude François";1972;0;0;2012-01-31;"French pop";French
14502;"Love Song";"Sara Bareilles";2007;0;0;2008-04-24;Pop,Rock;English
10742;"Et un jour, une femme";"Florent Pagny";2000;0;0;2013-07-10;"French pop";French
18934;"I Can Only Imagine";MercyMe;2001;0;0;2011-05-31;"Christian,Soft rock";English
5516;Sailing;"Rod Stewart";1975;0;0;2011-05-30;"Soft rock";English
52889;Tchikita;Jul;2016;0;1;2017-04-21;"Rap,R&B,French pop";French
38104;"What Makes You Beautiful";"One Direction";2011;0;0;2011-09-21;"Teen pop,Pop";English
60220;"Remember You Young";"Thomas Rhett";2019;0;0;2020-02-01;Country;English
52798;"You'll be Back";Hamilton;2015;0;0;2017-04-12;Musical,Rap,Pop;English
12537;"Ce rêve bleu (Le thème d'Aladdin)";"Aladdin (1992 film)";1992;1;0;2015-03-26;"Love,French pop,Duet";French
56910;Reflection;Mulan;1998;0;0;2019-01-08;"TV & movie soundtrack,Kids";English
5106;Parle-moi;"Isabelle Boulay";2000;0;0;2016-03-15;"French pop";French
27520;"Stray Cat Strut";"The Stray Cats";1981;0;0;2011-05-30;"Rock 'n Roll";English
6148;"Run To You";"Whitney Houston";1993;0;0;2011-05-30;"Love,Soul,TV & movie soundtrack";English
52030;Hallelujah;Pentatonix;2016;0;0;2016-11-23;Pop;English
60216;"Love is All Around";"Mike Denver";2019;0;0;2020-01-23;Country,Celtic,Folk;English
5262;"Crazy Little Thing Called Love";"Michael Bublé";2003;0;0;2011-11-04;"Rock 'n Roll,Blues,Jazz";English
17483;"Sharp Dressed Man";"ZZ Top";1983;0;0;2011-05-31;Rock,Hard/Metal;English
29914;"Dirty Old Town";"The Pogues";1985;0;0;2011-11-30;Celtic,Folk;English
60459;"Tennessee Flat-Top Box";"Johnny Cash";1961;0;0;2020-02-08;Country;English
59137;"It All Comes Out in the Wash";"Miranda Lambert";2019;0;0;2019-09-09;Country;English
45595;"Drink A Beer";"Luke Bryan";2013;0;0;2013-12-03;Country;English
35189;"Danza kuduro";"Don Omar";2010;0;0;2013-09-23;"Dance,Latin,TV & movie soundtrack,Pop";Portuguese,Spanish
21381;"City Of New Orleans";"Willie Nelson";1984;0;0;2011-08-01;Country;English
14022;"Right Here Waiting";"Richard Marx";1989;0;0;2011-05-31;"Love,Soft rock";English
13466;"Dancing in the Street";"Martha and the Vandellas";1964;0;0;2011-11-25;Soul,Oldies;English
9345;"Kiss Me";"Sixpence None the Richer";1997;0;0;2007-05-04;"Pop,Rock,TV & movie soundtrack";English
23998;"Stand By Me";"Mickey Gilley";1980;0;0;2011-05-31;"Country,TV & movie soundtrack,Love";English
5446;"Put Your Records On";"Corinne Bailey Rae";2006;0;0;2007-05-04;Soul,R&B,Pop;English
8717;"When You're Good To Mama";"Chicago (The Musical)";1975;0;0;2007-05-04;Musical,Jazz;English
19712;"Über Sieben Brücken Musst Du Gehn";"Peter Maffay";1980;0;0;2016-07-29;"Soft rock";German
47551;"I Don't Look Good Naked Anymore";"The Snake Oil Willie Band";2014;0;0;2014-10-23;Country,Humour;English
13431;"Pour le plaisir";"Herbert Léonard";1981;0;0;2011-05-31;"French pop";French
5466;"Still Got The Blues";"Gary Moore";1990;0;0;2012-01-26;"Soft rock,Love";English
12896;"Need You Tonight";INXS;1987;0;0;2011-10-19;Alternative,Funk,Rock,80s;English
14578;"Time To Say Goodbye";"Andrea Bocelli";1996;1;0;2008-03-07;Pop,Classical,Duet;English,Italian
12425;"I'm Outta Love";Anastacia;2000;0;0;2011-05-31;Disco,R&B;English
6717;"Sweet Dreams";"Patsy Cline";1963;0;0;2011-05-30;"Oldies,Soft rock";English
8711;"Maybe This Time";Cabaret;1972;0;0;2007-05-04;Musical;English
13219;"Quand on n'a que l'amour";"Jacques Brel";1956;0;0;2013-03-26;"French pop";French
50779;"Il est où le bonheur";"Christophe Maé";2016;0;0;2016-06-24;"French pop";French
8182;"La Javanaise";"Serge Gainsbourg";1963;0;0;2013-09-10;"French pop";French
8710;"Take Me Or Leave Me";Rent;1996;1;0;2011-05-31;Musical,Duet;English
57372;"Regenbogenfarben (With Helene Fischer)";"Kerstin Ott";2018;1;0;2019-02-22;Schlager,Duet;German
13765;"Welcome To The Jungle";"Guns N' Roses";1987;0;0;2011-05-31;Hard/Metal,Rock;English
56886;"Help Me Make It Through the Night";"Michael Bublé";2018;1;0;2019-01-07;Love,Duet;English
53042;"Sign of the Times";"Harry Styles";2017;0;0;2017-05-22;Rock,Pop;English
18754;Crying;"Roy Orbison";1961;0;0;2011-05-31;"Soft rock,Oldies";English
6915;"My Funny Valentine";"Frank Sinatra";1953;0;0;2007-05-04;Jazz,Love;English
6128;"Goodbye Yellow Brick Road";"Elton John";1973;0;0;2011-12-15;"Soft rock,Pop";English
58490;"Sicko Mode";"Travis Scott";2018;1;1;2019-06-26;Rap,Duet;English
7004;"Don't Rain On My Parade";"Barbra Streisand";1964;0;0;2007-08-21;Musical;English
10202;"What's Going On";"Marvin Gaye";1971;0;0;2007-07-31;Soul;English
35333;"Marry You";"Bruno Mars";2010;0;0;2011-05-31;Pop;English
20913;"Il en faut peu pour être heureux";"The Jungle Book (1967 film)";1967;0;0;2015-04-08;"TV & movie soundtrack,Kids,French pop";French
8705;"Seasons Of Love";Rent;1996;0;0;2007-05-04;Musical;English
28714;"Blister In The Sun";"The Violent Femmes";1983;0;0;2011-12-15;Rock,Alternative;English
56505;"Helikopter 117 (mach den Hub Hub Hub)";Tobee;2018;0;0;2018-12-06;Schlager,Dance,Electro;German
15698;"Wake Up Little Susie";"The Everly Brothers";1957;0;0;2012-01-10;"Rock 'n Roll,Oldies";English
8844;"Blue (Da Ba Dee)";"Eiffel 65";1999;0;0;2011-05-31;Pop,Dance,Electro;English
12298;Aimer;"Roméo et Juliette, de la haine à l'amour";2000;1;0;2011-05-31;"Musical,French pop,Love,Duet";French
15984;"Whiskey Bent And Hell Bound";"Hank Williams, Jr.";1970;0;0;2013-07-01;Country;English
10482;"When I'm Sixty-Four";"The Beatles";1967;0;0;2007-06-01;Pop;English
5963;"Comme toi";"Jean-Jacques Goldman";1983;0;0;2016-06-04;"French pop";French
58017;"Don't Give Up on Me";"Andy Grammer";2019;0;0;2019-04-27;"Pop,TV & movie soundtrack";English
19772;"La bonne du curé";"Annie Cordy";1974;0;0;2014-12-24;"French pop";French
9774;"The Most Beautiful Girl";"Charlie Rich";1973;0;0;2011-05-31;Country;English
15810;"Wasted Days And Wasted Nights";"Freddy Fender";1975;0;0;2012-04-05;Pop,Oldies;English
60264;"Hot Girl Bummer";Blackbear;2019;0;1;2020-01-20;Rap,R&B;English
5840;"Break Down Here";"Julie Roberts";2004;0;0;2011-05-31;Country;English
11643;"If I Said You Had A Beautiful Body";"The Bellamy Brothers";1975;0;0;2011-05-31;"Country,Soft rock";English
13058;"Lay All Your Love On Me";ABBA;1981;0;0;2016-03-21;Pop,80s;English
12933;"L'amour à la plage";Niagara;1986;0;0;2011-05-31;"French pop,80s";French
41717;"Gangnam Style (강남 스타일)";"PSY (싸이)";2012;0;0;2012-12-17;Dance,Electro,Pop,Rap;Korean
12409;"Candy Shop";"50 Cent";2005;0;0;2011-08-05;R&B,Rap;English
5104;Nathalie;"Gilbert Bécaud";1964;0;0;2011-05-30;"French pop,Oldies";French
5074;"Danny Boy";Traditional;1855;0;0;2008-06-26;Traditionnal,Celtic,Jazz;English
55363;"Dream a Little Dream of Me";"Doris Day";1957;0;0;2018-04-17;Love,Jazz,Pop;English
14217;"It's Oh So Quiet";Björk;1995;0;0;2011-05-31;Jazz,Pop;English
24011;"Shape Of My Heart";Sting;1993;0;0;2012-03-28;"Soft rock";English
7770;"Jeune demoiselle";Diam's;2006;0;0;2016-02-08;R&B,Rap;French
22298;"Be Our Guest";"Beauty and the Beast (1991 film)";1991;0;0;2016-01-07;"TV & movie soundtrack";English
11583;"Good Hearted Woman";"Willie Nelson";1971;0;0;2008-01-23;Country;English
16695;"Du Hast Mich Tausendmal Belogen";"Andrea Berg";2001;0;0;2012-07-03;Schlager,Pop,Dance;German
6308;"September Morn";"Neil Diamond";1979;0;0;2011-05-31;Love,Pop;English
21408;Lucky;"Jason Mraz";2009;1;0;2011-05-31;"Soft rock,Pop,Duet";English
18038;"Piece Of My Heart";"Janis Joplin";1968;0;0;2011-05-31;Soul,Rock;English
9414;"Amazing Grace";"Elvis Presley";1971;0;0;2011-05-30;Gospel,Oldies;English
10135;"Don't Take The Girl";"Tim McGraw";1994;0;0;2012-04-29;Country;English
14158;"I Heard It Through The Grapevine";"Marvin Gaye";1968;0;0;2011-05-30;Soul;English
18811;"Do Wah Diddy Diddy";"Manfred Mann";1964;0;0;2011-12-02;"Oldies,Pop,Rock 'n Roll";English
58099;"All the Good Girls Go to Hell";"Billie Eilish";2019;0;0;2019-07-02;Pop;English
8290;"My Guy";"Mary Wells";1964;0;0;2007-07-31;Soul,Pop;English
6485;"Bring Him Home";"Les Misérables";2012;0;0;2007-06-26;"TV & movie soundtrack,Musical";English
